type,trial,workerid,quantifier,block,color,Answer.time_in_minutes,Answer.bonus,label,utterance,block_trial,Answer.condition,position,utterance_label,init_images,percentage,clicked
75_100_2,27,0,all,3,blue,6.815383333333333,191.5,target, The machine dispensed all of the blue ones.,7,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
90_0_1,28,0,many,3,blue,6.815383333333333,191.5,target, The machine dispensed,8,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,28,0,many,3,orange,6.815383333333333,191.5,competitor, The machine dispensed,8,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_1,28,0,many,3,blue,6.815383333333333,191.5,target, The machine dispensed many of the,8,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,28,0,many,3,orange,6.815383333333333,191.5,competitor, The machine dispensed many of the,8,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_1,28,0,many,3,blue,6.815383333333333,191.5,target, The machine dispensed many of the blue ones.,8,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,28,0,many,3,orange,6.815383333333333,191.5,competitor, The machine dispensed many of the blue ones.,8,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
25_50_1,29,0,some,4,orange,6.815383333333333,191.5,competitor, The machine dispensed,1,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_1,29,0,some,4,blue,6.815383333333333,191.5,target, The machine dispensed,1,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
25_50_1,29,0,some,4,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the,1,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_1,29,0,some,4,blue,6.815383333333333,191.5,target, The machine dispensed some of the,1,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_1,29,0,some,4,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the blue ones.,1,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_1,29,0,some,4,blue,6.815383333333333,191.5,target, The machine dispensed some of the blue ones.,1,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
50_90_2,30,0,many,4,blue,6.815383333333333,191.5,target, The machine dispensed,2,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_2,30,0,many,4,orange,6.815383333333333,191.5,competitor, The machine dispensed,2,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_2,30,0,many,4,blue,6.815383333333333,191.5,target, The machine dispensed many of the,2,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
50_90_2,30,0,many,4,orange,6.815383333333333,191.5,competitor, The machine dispensed many of the,2,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
50_90_2,30,0,many,4,blue,6.815383333333333,191.5,target, The machine dispensed many of the blue ones.,2,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
50_90_2,30,0,many,4,orange,6.815383333333333,191.5,competitor, The machine dispensed many of the blue ones.,2,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_2,31,0,some,4,blue,6.815383333333333,191.5,target, The machine dispensed,3,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_2,31,0,some,4,orange,6.815383333333333,191.5,competitor, The machine dispensed,3,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
25_50_2,31,0,some,4,blue,6.815383333333333,191.5,target, The machine dispensed some of the,3,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,0
25_50_2,31,0,some,4,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the,3,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,1
25_50_2,31,0,some,4,blue,6.815383333333333,191.5,target, The machine dispensed some of the blue ones.,3,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
25_50_2,31,0,some,4,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the blue ones.,3,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",25,0
90_0_2,32,0,none,4,orange,6.815383333333333,191.5,target, The machine dispensed,4,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
90_0_2,32,0,none,4,blue,6.815383333333333,191.5,competitor, The machine dispensed,4,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
90_0_2,32,0,none,4,orange,6.815383333333333,191.5,target, The machine dispensed none of the,4,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
90_0_2,32,0,none,4,blue,6.815383333333333,191.5,competitor, The machine dispensed none of the,4,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
90_0_2,32,0,none,4,orange,6.815383333333333,191.5,target, The machine dispensed none of the orange ones.,4,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,1
90_0_2,32,0,none,4,blue,6.815383333333333,191.5,competitor, The machine dispensed none of the orange ones.,4,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
90_0_1,33,0,many,4,blue,6.815383333333333,191.5,target, The machine dispensed,5,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,33,0,many,4,orange,6.815383333333333,191.5,competitor, The machine dispensed,5,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_1,33,0,many,4,blue,6.815383333333333,191.5,target, The machine dispensed many of the,5,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,33,0,many,4,orange,6.815383333333333,191.5,competitor, The machine dispensed many of the,5,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_1,33,0,many,4,blue,6.815383333333333,191.5,target, The machine dispensed many of the blue ones.,5,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_1,33,0,many,4,orange,6.815383333333333,191.5,competitor, The machine dispensed many of the blue ones.,5,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
75_100_2,34,0,all,4,blue,6.815383333333333,191.5,competitor, The machine dispensed,6,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,1
75_100_2,34,0,all,4,orange,6.815383333333333,191.5,target, The machine dispensed,6,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
75_100_2,34,0,all,4,blue,6.815383333333333,191.5,competitor, The machine dispensed all of the,6,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,1
75_100_2,34,0,all,4,orange,6.815383333333333,191.5,target, The machine dispensed all of the,6,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,0
75_100_2,34,0,all,4,blue,6.815383333333333,191.5,competitor, The machine dispensed all of the orange ones.,6,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",75,0
75_100_2,34,0,all,4,orange,6.815383333333333,191.5,target, The machine dispensed all of the orange ones.,6,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",100,1
50_90_1,35,0,some,4,blue,6.815383333333333,191.5,target, The machine dispensed,7,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_1,35,0,some,4,orange,6.815383333333333,191.5,competitor, The machine dispensed,7,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_1,35,0,some,4,blue,6.815383333333333,191.5,target, The machine dispensed some of the,7,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_1,35,0,some,4,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the,7,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
50_90_1,35,0,some,4,blue,6.815383333333333,191.5,target, The machine dispensed some of the blue ones.,7,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",50,1
50_90_1,35,0,some,4,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the blue ones.,7,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
75_100_1,36,0,many,4,orange,6.815383333333333,191.5,target, The machine dispensed,8,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_1,36,0,many,4,blue,6.815383333333333,191.5,competitor, The machine dispensed,8,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_1,36,0,many,4,orange,6.815383333333333,191.5,target, The machine dispensed many of the,8,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_1,36,0,many,4,blue,6.815383333333333,191.5,competitor, The machine dispensed many of the,8,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_1,36,0,many,4,orange,6.815383333333333,191.5,target, The machine dispensed many of the orange ones.,8,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_1,36,0,many,4,blue,6.815383333333333,191.5,competitor, The machine dispensed many of the orange ones.,8,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
50_90_2,37,0,many,5,orange,6.815383333333333,191.5,target, The machine dispensed,1,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
50_90_2,37,0,many,5,blue,6.815383333333333,191.5,competitor, The machine dispensed,1,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
50_90_2,37,0,many,5,orange,6.815383333333333,191.5,target, The machine dispensed many of the,1,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
50_90_2,37,0,many,5,blue,6.815383333333333,191.5,competitor, The machine dispensed many of the,1,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
50_90_2,37,0,many,5,orange,6.815383333333333,191.5,target, The machine dispensed many of the orange ones.,1,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
50_90_2,37,0,many,5,blue,6.815383333333333,191.5,competitor, The machine dispensed many of the orange ones.,1,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
50_90_1,38,0,some,5,orange,6.815383333333333,191.5,target, The machine dispensed,2,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_1,38,0,some,5,blue,6.815383333333333,191.5,competitor, The machine dispensed,2,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_1,38,0,some,5,orange,6.815383333333333,191.5,target, The machine dispensed some of the,2,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_1,38,0,some,5,blue,6.815383333333333,191.5,competitor, The machine dispensed some of the,2,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
50_90_1,38,0,some,5,orange,6.815383333333333,191.5,target, The machine dispensed some of the orange ones.,2,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
50_90_1,38,0,some,5,blue,6.815383333333333,191.5,competitor, The machine dispensed some of the orange ones.,2,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,0
75_100_1,39,0,many,5,orange,6.815383333333333,191.5,target, The machine dispensed,3,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_1,39,0,many,5,blue,6.815383333333333,191.5,competitor, The machine dispensed,3,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_1,39,0,many,5,orange,6.815383333333333,191.5,target, The machine dispensed many of the,3,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_1,39,0,many,5,blue,6.815383333333333,191.5,competitor, The machine dispensed many of the,3,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_1,39,0,many,5,orange,6.815383333333333,191.5,target, The machine dispensed many of the orange ones.,3,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_1,39,0,many,5,blue,6.815383333333333,191.5,competitor, The machine dispensed many of the orange ones.,3,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
25_50_1,40,0,some,5,orange,6.815383333333333,191.5,competitor, The machine dispensed,4,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_1,40,0,some,5,blue,6.815383333333333,191.5,target, The machine dispensed,4,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_1,40,0,some,5,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the,4,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_1,40,0,some,5,blue,6.815383333333333,191.5,target, The machine dispensed some of the,4,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_1,40,0,some,5,orange,6.815383333333333,191.5,competitor, The machine dispensed some of the blue ones.,4,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_1,40,0,some,5,blue,6.815383333333333,191.5,target, The machine dispensed some of the blue ones.,4,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
75_100_2,41,0,all,5,orange,6.815383333333333,191.5,target, The machine dispensed,5,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_2,41,0,all,5,blue,6.815383333333333,191.5,competitor, The machine dispensed,5,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
75_100_2,41,0,all,5,orange,6.815383333333333,191.5,target, The machine dispensed all of the,5,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,0
75_100_2,41,0,all,5,blue,6.815383333333333,191.5,competitor, The machine dispensed all of the,5,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,1
75_100_2,41,0,all,5,orange,6.815383333333333,191.5,target, The machine dispensed all of the orange ones.,5,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",100,1
75_100_2,41,0,all,5,blue,6.815383333333333,191.5,competitor, The machine dispensed all of the orange ones.,5,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",75,0
90_0_2,42,0,none,5,blue,6.815383333333333,191.5,competitor, The machine dispensed,6,many_some,1,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,1
90_0_2,42,0,none,5,orange,6.815383333333333,191.5,target, The machine dispensed,6,many_some,2,prior,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,0
90_0_2,42,0,none,5,blue,6.815383333333333,191.5,competitor, The machine dispensed none of the,6,many_some,1,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_2,42,0,none,5,orange,6.815383333333333,191.5,target, The machine dispensed none of the,6,many_some,2,quantifier,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_2,42,0,none,5,blue,6.815383333333333,191.5,competitor, The machine dispensed none of the orange ones.,6,many_some,1,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",90,0
90_0_2,42,0,none,5,orange,6.815383333333333,191.5,target, The machine dispensed none of the orange ones.,6,many_some,2,color,"['gumball_blue_0.png', 'gumball_orange_0.png']",0,1
90_0_1,43,0,many,5,orange,6.815383333333333,191.5,target, The machine dispensed,7,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
90_0_1,43,0,many,5,blue,6.815383333333333,191.5,competitor, The machine dispensed,7,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
90_0_1,43,0,many,5,orange,6.815383333333333,191.5,target, The machine dispensed many of the,7,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
90_0_1,43,0,many,5,blue,6.815383333333333,191.5,competitor, The machine dispensed many of the,7,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
90_0_1,43,0,many,5,orange,6.815383333333333,191.5,target, The machine dispensed many of the orange ones.,7,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",90,1
90_0_1,43,0,many,5,blue,6.815383333333333,191.5,competitor, The machine dispensed many of the orange ones.,7,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",0,0
25_50_2,44,0,some,5,orange,6.815383333333333,191.5,target, The machine dispensed,8,many_some,1,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_2,44,0,some,5,blue,6.815383333333333,191.5,competitor, The machine dispensed,8,many_some,2,prior,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,44,0,some,5,orange,6.815383333333333,191.5,target, The machine dispensed some of the,8,many_some,1,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,0
25_50_2,44,0,some,5,blue,6.815383333333333,191.5,competitor, The machine dispensed some of the,8,many_some,2,quantifier,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,1
25_50_2,44,0,some,5,orange,6.815383333333333,191.5,target, The machine dispensed some of the orange ones.,8,many_some,1,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",50,1
25_50_2,44,0,some,5,blue,6.815383333333333,191.5,competitor, The machine dispensed some of the orange ones.,8,many_some,2,color,"['gumball_orange_0.png', 'gumball_blue_0.png']",25,0
